,NrArticolo,budgetConsuntivo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,QuantitydiOutput
2952,ART0000226,CONSUNTIVO,ODP18-02445,Tornitura,A20,RIS2,3.5,8.0
2953,ART0001785,CONSUNTIVO,ODP18-02440,Tornitura,A20,RIS14,3.0,20.0
2954,ART0001785,CONSUNTIVO,ODP18-02440,Tornitura,A20,RIS14,1.0,0.0
2955,ART0001786,CONSUNTIVO,ODP18-02618,Tornitura,A20,RIS14,3.5,10.0
2956,ART0000848,CONSUNTIVO,ODP18-02127,Montaggio,A40,RIS13,3.0,15.0
2957,ART0000848,CONSUNTIVO,ODP18-02127,Controllo qualità,CQ,RIS16,0.0,15.0
2958,ART0002444,CONSUNTIVO,ODP18-02351,Tornitura,A20,RIS2,5.5,6.0
2959,ART0002909,CONSUNTIVO,ODP18-02351,Fresatura,A30,RIS1,3.5,16.0
2960,ART0001244,CONSUNTIVO,ODP18-02218,Fresatura,A30,RIS9,1.5,1.0
2961,ART0001610,CONSUNTIVO,ODP18-02138,Controllo qualità,CQ,RIS16,0.0,12.0
2962,ART0002048,CONSUNTIVO,ODP18-02351,Fresatura,A30,RIS1,1.0,16.0
2963,ART0002141,CONSUNTIVO,ODP18-02679,Tornitura,A20,RIS2,1.75,1.0
2964,ART0001868,CONSUNTIVO,ODP18-02202,Controllo qualità,CQ,RIS16,0.0,50.0
2965,ART0002490,CONSUNTIVO,ODP18-02084,Controllo qualità,CQ,RIS16,0.0,12.0
2966,ART0004375,CONSUNTIVO,ODP18-02353,Fresatura,A30,RIS9,1.0,10.0
2967,ART0000758,CONSUNTIVO,ODP18-02350,Montaggio,A40,RIS13,0.67,3.0
2968,ART0000758,CONSUNTIVO,ODP18-02350,Controllo qualità,CQ,RIS16,0.0,3.0
2969,ART0000752,CONSUNTIVO,ODP18-03142,Montaggio,A40,RIS13,0.25,1.0
2970,ART0000752,CONSUNTIVO,ODP18-03142,Controllo qualità,CQ,RIS16,0.0,1.0
2971,ART0001590,CONSUNTIVO,ODP18-02725,Controllo qualità,CQ,RIS16,0.0,15.0
2972,ART0001799,CONSUNTIVO,ODP18-02127,Fresatura,A30,RIS11,3.0,0.0
2973,ART0004440,CONSUNTIVO,ODP18-02444,Fresatura,A30,RIS9,1.5,0.0
2974,ART0001799,CONSUNTIVO,ODP18-02127,Fresatura,A30,RIS11,3.0,0.0
2975,ART0000778,CONSUNTIVO,ODP18-02084,Montaggio,A40,RIS13,0.5,3.0
2976,ART0000778,CONSUNTIVO,ODP18-02084,Controllo qualità,CQ,RIS16,0.0,3.0
2977,ART0000782,CONSUNTIVO,ODP18-02127,Controllo qualità,CQ,RIS16,0.0,2.0
2978,ART0002551,CONSUNTIVO,ODP18-02138,Controllo qualità,CQ,RIS16,0.0,3.0
2979,ART0001994,CONSUNTIVO,ODP18-02330,Controllo qualità,CQ,RIS16,0.0,8.0
2980,ART0001799,CONSUNTIVO,ODP18-02127,Fresatura,A30,RIS9,1.5,0.0
2981,ART0004440,CONSUNTIVO,ODP18-02444,Controllo qualità,CQ,RIS16,0.0,5.0
2982,ART0004375,CONSUNTIVO,ODP18-02353,Controllo qualità,CQ,RIS16,0.0,10.0
2983,ART0001799,CONSUNTIVO,ODP18-02127,Fresatura,A30,RIS11,3.75,30.0
2984,ART0001799,CONSUNTIVO,ODP18-02127,Controllo qualità,CQ,RIS16,0.0,30.0
2985,ART0000748,CONSUNTIVO,ODP18-02202,Montaggio,A40,RIS13,5.0,44.0
2986,ART0000748,CONSUNTIVO,ODP18-02202,Controllo qualità,CQ,RIS16,0.0,44.0
2987,ART0001770,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS9,1.0,0.0
2988,ART0000851,CONSUNTIVO,ODP18-02127,Montaggio,A40,RIS13,1.0,15.0
2989,ART0000851,CONSUNTIVO,ODP18-02127,Controllo qualità,CQ,RIS16,0.0,15.0
2990,ART0001740,CONSUNTIVO,ODP18-02218,Fresatura,A30,RIS9,1.0,1.0
2991,ART0001913,CONSUNTIVO,ODP18-02352,Controllo qualità,CQ,RIS16,0.0,5.0
2992,ART0001770,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS9,0.75,0.0
2993,ART0001770,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS11,5.0,0.0
2994,ART0001422,CONSUNTIVO,ODP18-02964,Tornitura,A20,RIS14,1.0,20.0
2995,ART0005136,CONSUNTIVO,ODP18-03352,Preparazione materiale,A10,RIS4,6.0,1.0
2996,ART0005136,CONSUNTIVO,ODP18-03352,Preparazione materiale,A10,RIS4,5.0,0.0
2997,ART0005136,CONSUNTIVO,ODP18-03352,Preparazione materiale,A10,RIS4,2.0,0.0
2998,ART0004718,CONSUNTIVO,ODP18-02169,Fresatura,A30,RIS9,2.0,9.0
2999,ART0001821,CONSUNTIVO,ODP18-02087,Controllo qualità,CQ,RIS16,0.0,1.0
3000,ART0002267,CONSUNTIVO,ODP17-15760,Fresatura,A30,RIS5,1.75,0.0
3001,ART0000826,CONSUNTIVO,ODP18-02087,Montaggio,A40,RIS13,0.33,1.0
3002,ART0000826,CONSUNTIVO,ODP18-02087,Controllo qualità,CQ,RIS16,0.0,1.0
3003,ART0002267,CONSUNTIVO,ODP17-15760,Fresatura,A30,RIS5,0.5,0.0
3004,ART0000226,CONSUNTIVO,ODP18-02445,Tornitura,A20,RIS2,0.5,0.0
3005,ART0001770,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS11,8.5,28.0
3006,ART0001770,CONSUNTIVO,ODP18-02618,Controllo qualità,CQ,RIS16,0.0,28.0
3007,ART0002451,CONSUNTIVO,ODP18-02138,Controllo qualità,CQ,RIS16,0.0,3.0
3008,ART0001743,CONSUNTIVO,ODP18-02138,Controllo qualità,CQ,RIS16,0.0,3.0
3009,ART0001785,CONSUNTIVO,ODP18-02440,Fresatura,A30,RIS9,1.5,0.0
3010,ART0002531,CONSUNTIVO,ODP18-02678,Tornitura,A20,RIS14,2.0,5.0
3011,ART0000226,CONSUNTIVO,ODP18-02445,Tornitura,A20,RIS2,3.5,0.0
3012,ART0002494,CONSUNTIVO,ODP18-02255,Fresatura,A30,RIS5,3.0,3.0
3013,ART0001785,CONSUNTIVO,ODP18-02440,Fresatura,A30,RIS11,6.5,20.0
3014,ART0001786,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS11,2.0,10.0
3015,ART0001740,CONSUNTIVO,ODP18-02218,Controllo qualità,CQ,RIS16,0.0,1.0
3016,ART0001786,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS9,1.0,0.0
3017,ART0002614,CONSUNTIVO,ODP18-02218,Fresatura,A30,RIS5,2.5,1.0
3018,ART0002706,CONSUNTIVO,ODP18-02218,Fresatura,A30,RIS5,2.0,0.0
3019,ART0002267,CONSUNTIVO,ODP17-15760,Fresatura,A30,RIS9,0.25,4.0
3020,ART0001046,CONSUNTIVO,ODP18-02348,Fresatura,A30,RIS9,2.5,0.0
3021,ART0002498,CONSUNTIVO,ODP18-02562,Tornitura,A20,RIS14,1.25,2.0
3022,ART0002498,CONSUNTIVO,ODP18-02562,Fresatura,A30,RIS14,0.25,2.0
3023,ART0001244,CONSUNTIVO,ODP18-02218,Saldatura,A11,RIS13,0.33,1.0
3024,ART0001244,CONSUNTIVO,ODP18-02218,Controllo qualità,CQ,RIS16,0.0,1.0
3025,ART0001046,CONSUNTIVO,ODP18-02348,Fresatura,A30,RIS9,1.5,0.0
3026,ART0002707,CONSUNTIVO,ODP18-02218,Fresatura,A30,RIS5,2.5,1.0
3027,ART0002706,CONSUNTIVO,ODP18-02218,Fresatura,A30,RIS5,0.5,1.0
3028,ART0001047,CONSUNTIVO,ODP18-02627,Fresatura,A30,RIS9,1.25,0.0
3029,ART0001786,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS11,4.0,10.0
3030,ART0001920,CONSUNTIVO,ODP18-02691,Tornitura,A20,RIS14,3.0,3.0
3031,ART0002530,CONSUNTIVO,ODP18-02725,Controllo qualità,CQ,RIS16,0.0,6.0
3032,ART0002214,CONSUNTIVO,ODP18-02218,Fresatura,A30,RIS5,1.75,2.0
3033,ART0000226,CONSUNTIVO,ODP18-02445,Fresatura,A30,RIS9,0.5,0.0
3034,ART0000226,CONSUNTIVO,ODP18-02445,Fresatura,A30,RIS11,2.169,8.0
3035,ART0002739,CONSUNTIVO,ODP18-02618,Tornitura,A20,RIS2,3.0,15.0
3036,ART0001882,CONSUNTIVO,ODP18-02983,Tornitura,A20,RIS1,5.0,4.0
3037,ART0001882,CONSUNTIVO,ODP18-02983,Fresatura,A30,RIS1,0.0001,4.0
3038,ART0001786,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS9,1.0,0.0
3039,ART0002739,CONSUNTIVO,ODP18-02618,Tornitura,A20,RIS2,2.5,0.0
3040,ART0001920,CONSUNTIVO,ODP18-02691,Fresatura,A30,RIS5,3.25,0.0
3041,ART0000227,CONSUNTIVO,ODP18-03045,Tornitura,A20,RIS1,10.0,0.0
3042,ART0001920,CONSUNTIVO,ODP18-02691,Fresatura,A30,RIS5,3.75,0.0
3043,ART0000227,CONSUNTIVO,ODP18-03045,Tornitura,A20,RIS1,4.0,0.0
3044,ART0000227,CONSUNTIVO,ODP18-03045,Tornitura,A20,RIS1,2.0,40.0
3045,ART0002444,CONSUNTIVO,ODP18-02351,Tornitura,A20,RIS13,2.0,18.0
3046,ART0001920,CONSUNTIVO,ODP18-02691,Fresatura,A30,RIS5,1.0,3.0
3047,ART0002142,CONSUNTIVO,ODP18-02679,Tornitura,A20,RIS14,1.0,1.0
3048,ART0002141,CONSUNTIVO,ODP18-03350,Tornitura,A20,RIS14,2.0,2.0
3049,ART0002224,CONSUNTIVO,ODP18-02619,Fresatura,A30,RIS11,3.33,4.0
3050,ART0002444,CONSUNTIVO,ODP18-02351,Fresatura,A30,RIS13,0.5,20.0
3051,ART0001046,CONSUNTIVO,ODP18-02348,Fresatura,A30,RIS9,0.75,6.0
3052,ART0001047,CONSUNTIVO,ODP18-02627,Fresatura,A30,RIS9,2.0,6.0
3053,ART0001917,CONSUNTIVO,ODP17-15044,Controllo qualità,CQ,RIS16,0.0,20.0
3054,ART0005136,CONSUNTIVO,ODP18-03528,Brocciatura / stozzatrice,A33,RIS13,0.3,10.0
3055,ART0005136,CONSUNTIVO,ODP18-03528,Controllo qualità,CQ,RIS16,0.0,10.0
3056,ART0001252,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS2,2.25,1.0
3057,ART0000229,CONSUNTIVO,ODP18-03044,Fresatura,A30,RIS1,9.0,0.0
3058,ART0002530,CONSUNTIVO,ODP18-03146,Fresatura,A30,RIS9,0.25,7.0
3059,ART0002048,CONSUNTIVO,ODP18-02351,Controllo qualità,CQ,RIS16,0.0,16.0
3060,ART0001422,CONSUNTIVO,ODP18-02964,Controllo qualità,CQ,RIS16,0.0,20.0
3061,ART0002504,CONSUNTIVO,ODP18-02618,Tornitura,A20,RIS14,3.0,10.0
3062,ART0000853,CONSUNTIVO,ODP17-15044,Montaggio,A40,RIS13,2.0,0.0
3063,ART0000853,CONSUNTIVO,ODP17-15044,Controllo qualità,CQ,RIS16,0.0,20.0
3064,ART0005030,CONSUNTIVO,ODP18-02771,Tornitura,A20,RIS2,3.25,1.0
3065,ART0000308,CONSUNTIVO,ODP18-02445,Tornitura,A20,RIS1,4.0,25.0
3066,ART0000229,CONSUNTIVO,ODP18-03044,Fresatura,A30,RIS1,9.0,0.0
3067,ART0001739,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS14,2.0,3.0
3068,ART0005030,CONSUNTIVO,ODP18-02771,Tornitura,A20,RIS2,1.75,0.0
3069,ART0001785,CONSUNTIVO,ODP18-02440,Fresatura,A30,RIS5,4.75,20.0
3070,ART0005136,CONSUNTIVO,ODP18-03651,Tornitura,A20,RIS2,1.75,8.0
3071,ART0000227,CONSUNTIVO,ODP18-03045,Fresatura,A30,RIS11,4.67,41.0
3072,ART0001785,CONSUNTIVO,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,20.0
3073,ART0001897,CONSUNTIVO,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,20.0
3074,ART0002739,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS5,2.5,0.0
3075,ART0000229,CONSUNTIVO,ODP18-03044,Fresatura,A30,RIS11,2.0,0.0
3076,ART0000229,CONSUNTIVO,ODP18-03044,Fresatura,A30,RIS1,9.0,0.0
3077,ART0002739,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS5,1.0,15.0
3078,ART0000762,CONSUNTIVO,ODP18-02440,Montaggio,A40,RIS13,1.5,10.0
3079,ART0000762,CONSUNTIVO,ODP18-02440,Controllo qualità,CQ,RIS16,0.0,10.0
3080,ART0002267,CONSUNTIVO,ODP17-15760,Controllo qualità,CQ,RIS16,0.0,4.0
3081,ART0002214,CONSUNTIVO,ODP18-02218,Controllo qualità,CQ,RIS16,0.0,2.0
3082,ART0002909,CONSUNTIVO,ODP18-02351,Montaggio,A40,RIS13,1.0,18.0
3083,ART0002909,CONSUNTIVO,ODP18-02351,Controllo qualità,CQ,RIS16,0.0,18.0
3084,ART0002530,CONSUNTIVO,ODP18-03146,Controllo qualità,CQ,RIS16,0.0,7.0
3085,ART0002531,CONSUNTIVO,ODP18-02678,Fresatura,A30,RIS5,3.5,5.0
3086,ART0002224,CONSUNTIVO,ODP18-02619,Controllo qualità,CQ,RIS16,0.0,4.0
3087,ART0002494,CONSUNTIVO,ODP18-02255,Controllo qualità,CQ,RIS16,0.0,3.0
3088,ART0000229,CONSUNTIVO,ODP18-03044,Fresatura,A30,RIS11,5.33,100.0
3089,ART0002498,CONSUNTIVO,ODP18-02562,Controllo qualità,CQ,RIS16,0.0,2.0
3090,ART0002476,CONSUNTIVO,ODP18-03137,Tornitura,A20,RIS14,2.5,10.0
3091,ART0002476,CONSUNTIVO,ODP18-03137,Fresatura,A30,RIS14,0.001,0.0
3092,ART0002919,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS2,0.75,1.0
3093,ART0002918,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS2,0.75,1.0
3094,ART0000151,CONSUNTIVO,ODP18-00265,Fresatura,A30,RIS5,2.0,0.0
3095,ART0002707,CONSUNTIVO,ODP18-02218,Controllo qualità,CQ,RIS16,0.0,1.0
3096,ART0002614,CONSUNTIVO,ODP18-02218,Controllo qualità,CQ,RIS16,0.0,1.0
3097,ART0001047,CONSUNTIVO,ODP18-02627,Saldatura,A11,RIS13,0.67,6.0
3098,ART0001047,CONSUNTIVO,ODP18-02627,Controllo qualità,CQ,RIS16,0.0,6.0
3099,ART0001046,CONSUNTIVO,ODP18-02348,Controllo qualità,CQ,RIS16,0.0,6.0
3100,ART0000151,CONSUNTIVO,ODP18-00265,Fresatura,A30,RIS5,1.0,0.0
3101,ART0000229,CONSUNTIVO,ODP18-03044,Controllo qualità,CQ,RIS16,0.0,98.0
3102,ART0002918,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS2,0.5,1.0
3103,ART0002919,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS2,0.5,1.0
3104,ART0002531,CONSUNTIVO,ODP18-02678,Controllo qualità,CQ,RIS16,0.0,10.0
3105,ART0002706,CONSUNTIVO,ODP18-02218,Controllo qualità,CQ,RIS16,0.0,1.0
3106,ART0002444,CONSUNTIVO,ODP18-02351,Controllo qualità,CQ,RIS16,0.0,20.0
3107,ART0001786,CONSUNTIVO,ODP18-02618,Controllo qualità,CQ,RIS16,0.0,10.0
3108,ART0004397,CONSUNTIVO,ODP18-02241,Tornitura,A20,RIS2,0.75,0.0
3109,ART0002897,CONSUNTIVO,ODP18-02679,Fresatura,A30,RIS9,2.5,0.0
3110,ART0004397,CONSUNTIVO,ODP18-02241,Tornitura,A20,RIS11,5.5,0.0
3111,ART0002897,CONSUNTIVO,ODP18-02679,Fresatura,A30,RIS9,0.75,0.0
3112,ART0002897,CONSUNTIVO,ODP18-02679,Fresatura,A30,RIS9,0.0,2.0
3113,ART0002867,CONSUNTIVO,ODP18-02351,Fresatura,A30,RIS5,7.25,0.0
3114,ART0002867,CONSUNTIVO,ODP18-02351,Fresatura,A30,RIS11,1.75,18.0
3115,ART0004397,CONSUNTIVO,ODP18-02241,Tornitura,A20,RIS2,3.5,0.0
3116,ART0003642,CONSUNTIVO,ODP18-03283,Tornitura,A20,RIS14,3.5,38.0
3117,ART0001180,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS14,1.5,10.0
3118,ART0001180,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS14,1.0,0.0
3119,ART0004397,CONSUNTIVO,ODP18-02241,Tornitura,A20,RIS2,3.0,105.0
3120,ART0001180,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS11,4.169,10.0
3121,ART0002504,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS5,2.0,0.0
3122,ART0004397,CONSUNTIVO,ODP18-02241,Fresatura,A30,RIS11,4.5,0.0
3123,ART0001777,CONSUNTIVO,ODP18-02983,Tornitura,A20,RIS14,1.5,3.0
3124,ART0001777,CONSUNTIVO,ODP18-02983,Tornitura,A20,RIS14,1.0,0.0
3125,ART0002504,CONSUNTIVO,ODP18-02618,Fresatura,A30,RIS5,2.5,10.0
3126,ART0001891,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS1,9.0,0.0
3127,ART0001891,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS1,6.0,11.0
3128,ART0001891,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS1,0.0001,11.0
3129,ART0000312,CONSUNTIVO,ODP18-02984,Controllo qualità,CQ,RIS16,0.0,43.0
3130,ART0004397,CONSUNTIVO,ODP18-02241,Fresatura,A30,RIS11,5.33,105.0
3131,ART0002829,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS14,1.5,6.0
3132,ART0001497,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS14,0.5,2.0
3133,ART0001441,CONSUNTIVO,ODP18-03259,Tornitura,A20,RIS14,0.5,2.0
3134,ART0001520,CONSUNTIVO,ODP18-02960,Tornitura,A20,RIS14,2.5,9.0
3135,ART0004397,CONSUNTIVO,ODP18-02241,Controllo qualità,CQ,RIS16,0.0,105.0
3136,ART0002141,CONSUNTIVO,ODP18-02679,Fresatura,A30,RIS5,1.25,1.0
3137,ART0002141,CONSUNTIVO,ODP18-03350,Fresatura,A30,RIS5,1.25,1.0
3138,ART0002142,CONSUNTIVO,ODP18-02679,Fresatura,A30,RIS5,25.0,0.0
3139,ART0002142,CONSUNTIVO,ODP18-02679,Fresatura,A30,RIS5,-24.75,0.0
3140,ART0000228,CONSUNTIVO,ODP18-03095,Fresatura,A30,RIS9,4.5,0.0
3141,ART0001939,CONSUNTIVO,ODP18-03138,Tornitura,A20,RIS1,4.0,0.0
3142,ART0001939,CONSUNTIVO,ODP18-03138,Tornitura,A20,RIS1,1.5,2.0
3143,ART0001939,CONSUNTIVO,ODP18-03138,Fresatura,A30,RIS1,0.0001,0.0
3144,ART0002142,CONSUNTIVO,ODP18-02679,Fresatura,A30,RIS5,1.0,2.0
3145,ART0002978,CONSUNTIVO,ODP18-03259,Tornitura,A20,RIS2,1.25,1.0
3146,ART0002142,CONSUNTIVO,ODP18-02679,Brocciatura / stozzatrice,A33,RIS13,0.5,2.0
3147,ART0002918,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,4.5,2.0
3148,ART0000456,CONSUNTIVO,ODP18-02204,Fresatura,A30,RIS5,1.25,11.0
3149,ART0000456,CONSUNTIVO,ODP18-02204,Fresatura,A30,RIS9,0.5,0.0
3150,ART0000308,CONSUNTIVO,ODP18-02445,Controllo qualità,CQ,RIS16,0.0,25.0
3151,ART0002476,CONSUNTIVO,ODP18-03137,Controllo qualità,CQ,RIS16,0.0,10.0
3152,ART0000765,CONSUNTIVO,ODP18-03605,Montaggio,A40,RIS13,0.169,1.0
3153,ART0000765,CONSUNTIVO,ODP18-03605,Controllo qualità,CQ,RIS16,0.0,1.0
3154,ART0000121,CONSUNTIVO,ODP18-03469,Controllo qualità,CQ,RIS16,0.0,15.0
3155,ART0002867,CONSUNTIVO,ODP18-02351,Montaggio,A40,RIS13,1.0,18.0
3156,ART0002867,CONSUNTIVO,ODP18-02351,Controllo qualità,CQ,RIS16,0.0,18.0
3157,ART0002739,CONSUNTIVO,ODP18-02618,Controllo qualità,CQ,RIS16,0.0,15.0
3158,ART0001739,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,1.5,0.0
3159,ART0001739,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS9,0.5,3.0
3160,ART0000228,CONSUNTIVO,ODP18-03095,Fresatura,A30,RIS9,0.5,0.0
3161,ART0000228,CONSUNTIVO,ODP18-03095,Fresatura,A30,RIS11,5.5,0.0
3162,ART0001180,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.0,10.0
3163,ART0002385,CONSUNTIVO,ODP18-03136,Controllo qualità,CQ,RIS16,0.0,12.0
3164,ART0002829,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.0,6.0
3165,ART0000456,CONSUNTIVO,ODP18-02204,Controllo qualità,CQ,RIS16,0.0,11.0
3166,ART0001520,CONSUNTIVO,ODP18-02960,Controllo qualità,CQ,RIS16,0.0,9.0
3167,ART0001441,CONSUNTIVO,ODP18-03259,Controllo qualità,CQ,RIS16,0.0,2.0
3168,ART0001497,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.0,2.0
3169,ART0002366,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS2,2.0,8.0
3170,ART0002366,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS2,1.0,0.0
3171,ART0002897,CONSUNTIVO,ODP18-02679,Tornitura,A20,RIS2,0.75,2.0
3172,ART0005136,CONSUNTIVO,ODP18-04056,Tornitura,A20,RIS2,1.5,1.0
3173,ART0001779,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS14,3.0,11.0
3174,ART0000228,CONSUNTIVO,ODP18-03095,Fresatura,A30,RIS11,8.5,0.0
3175,ART0001777,CONSUNTIVO,ODP18-02983,Fresatura,A30,RIS5,2.33,0.0
3176,ART0000228,CONSUNTIVO,ODP18-03095,Fresatura,A30,RIS9,1.0,86.0
3177,ART0005136,CONSUNTIVO,ODP18-04213,Tornitura,A20,RIS4,1.0,4.0
3178,ART0005136,CONSUNTIVO,ODP18-04213,Controllo qualità,CQ,RIS16,0.0,4.0
3179,ART0001777,CONSUNTIVO,ODP18-02983,Fresatura,A30,RIS5,0.5,3.0
3180,ART0001829,CONSUNTIVO,ODP18-03138,Tornitura,A20,RIS14,2.5,2.0
3181,ART0002586,CONSUNTIVO,ODP18-03259,Tornitura,A20,RIS14,1.5,3.0
3182,ART0003642,CONSUNTIVO,ODP18-03283,Brocciatura / stozzatrice,A33,RIS13,1.5,38.0
3183,ART0003642,CONSUNTIVO,ODP18-03283,Controllo qualità,CQ,RIS16,0.0,38.0
3184,ART0000151,CONSUNTIVO,ODP18-00265,Controllo qualità,CQ,RIS16,0.0,5.0
3185,ART0000228,CONSUNTIVO,ODP18-03095,Controllo qualità,CQ,RIS16,0.0,86.0
3186,ART0002504,CONSUNTIVO,ODP18-02618,Controllo qualità,CQ,RIS16,0.0,10.0
3187,ART0000782,CONSUNTIVO,ODP18-03608,Montaggio,A40,RIS13,0.5,2.0
3188,ART0000782,CONSUNTIVO,ODP18-03608,Controllo qualità,CQ,RIS16,0.0,2.0
3189,ART0005136,CONSUNTIVO,ODP18-04216,Tornitura,A20,RIS1,0.67,2.0
3190,ART0001882,CONSUNTIVO,ODP18-02983,Controllo qualità,CQ,RIS16,0.0,4.0
3191,ART0001920,CONSUNTIVO,ODP18-02691,Brocciatura / stozzatrice,A33,RIS13,1.0,3.0
3192,ART0001920,CONSUNTIVO,ODP18-02691,Controllo qualità,CQ,RIS16,0.0,3.0
3193,ART0000783,CONSUNTIVO,ODP18-02618,Montaggio,A40,RIS13,1.0,5.0
3194,ART0000783,CONSUNTIVO,ODP18-02618,Controllo qualità,CQ,RIS16,0.0,5.0
3195,ART0000782,CONSUNTIVO,ODP18-03136,Montaggio,A40,RIS13,0.5,2.0
3196,ART0000782,CONSUNTIVO,ODP18-03136,Controllo qualità,CQ,RIS16,0.0,2.0
3197,ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS9,1.5,0.0
3198,ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS11,0.5,0.0
3199,ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.0,2.0
3200,ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.0,2.0
3201,ART0005136,CONSUNTIVO,ODP18-00897,Controllo qualità,CQ,RIS16,0.0,2.0
3202,ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.0,2.0
3203,ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.0,2.0
3204,ART0005136,CONSUNTIVO,ODP18-00897,Controllo qualità,CQ,RIS16,0.0,2.0
3205,ART0000129,CONSUNTIVO,ODP18-02172,Tornitura,A20,RIS1,4.0,0.0
3206,ART0000825,CONSUNTIVO,ODP18-02691,Montaggio,A40,RIS13,0.33,1.0
3207,ART0000825,CONSUNTIVO,ODP18-02691,Controllo qualità,CQ,RIS16,0.0,1.0
3208,ART0002142,CONSUNTIVO,ODP18-02679,Controllo qualità,CQ,RIS16,0.0,2.0
3209,ART0002141,CONSUNTIVO,ODP18-02679,Controllo qualità,CQ,RIS16,0.0,2.0
3210,ART0000847,CONSUNTIVO,ODP18-02618,Montaggio,A40,RIS13,3.0,10.0
3211,ART0000129,CONSUNTIVO,ODP18-02172,Tornitura,A20,RIS1,2.0,6.0
3212,ART0000129,CONSUNTIVO,ODP18-02172,Fresatura,A30,RIS1,0.0001,0.0
3213,ART0001427,CONSUNTIVO,ODP18-03468,Tornitura,A20,RIS2,0.25,0.0
3214,ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS11,8.83,0.0
3215,ART0001898,CONSUNTIVO,ODP18-03608,Tornitura,A20,RIS1,3.0,0.0
3216,ART0001427,CONSUNTIVO,ODP18-03468,Tornitura,A20,RIS2,0.75,16.0
3217,ART0002109,CONSUNTIVO,ODP18-03531,Tornitura,A20,RIS2,1.5,8.0
3218,ART0001427,CONSUNTIVO,ODP18-03468,Controllo qualità,CQ,RIS16,0.0,16.0
3219,ART0002109,CONSUNTIVO,ODP18-03531,Controllo qualità,CQ,RIS16,0.0,8.0
3220,ART0001898,CONSUNTIVO,ODP18-03608,Tornitura,A20,RIS1,4.0,10.0
3221,ART0001898,CONSUNTIVO,ODP18-03608,Fresatura,A30,RIS1,0.0001,10.0
3222,ART0001610,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,1.0,4.0
3223,ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS11,7.0,41.0
3224,ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS9,3.5,0.0
3225,ART0001566,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS2,1.0,0.0
3226,ART0001868,CONSUNTIVO,ODP18-03096,Tornitura,A20,RIS1,4.0,0.0
3227,ART0001566,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS2,0.25,15.0
3228,ART0001590,CONSUNTIVO,ODP18-03146,Tornitura,A20,RIS14,1.0,9.0
3229,ART0002919,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,2.5,2.0
