,NrArticolo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,CostoOrarioRisorsa,QuantitydiOutput,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP
3397,ART0003610,ODP17-00973,Controllo qualità,CQ,RIS16,0.0,12.75,8.0,23291,ART0005336,8.0,6.4
3398,ART0003610,ODP17-06015,Controllo qualità,CQ,RIS16,0.0,12.75,180.0,28010,ART0005335,189.0,28.35
3399,ART0003610,ODP17-06015,Controllo qualità,CQ,RIS16,0.0,12.75,180.0,31153,ART0005336,180.0,144.0
3400,ART0003610,ODP17-06015,Controllo qualità,CQ,RIS16,0.0,12.75,180.0,31154,ART0005154,9000.0,489.14
3401,ART0003610,ODP17-09928,Tornitura,A20,RIS14,2.0,51.0,28.0,32184,ART0005335,28.0,4.2
3402,ART0003610,ODP17-09928,Tornitura,A20,RIS14,2.0,51.0,28.0,32185,ART0005336,28.0,22.4
3403,ART0003610,ODP17-09928,Tornitura,A20,RIS14,2.0,51.0,28.0,32186,ART0005154,1288.0,71.76
3404,ART0003610,ODP17-09928,Tornitura,A20,RIS14,3.25,51.0,0.0,32184,ART0005335,28.0,4.2
3405,ART0003610,ODP17-09928,Tornitura,A20,RIS14,3.25,51.0,0.0,32185,ART0005336,28.0,22.4
3406,ART0003610,ODP17-09928,Tornitura,A20,RIS14,3.25,51.0,0.0,32186,ART0005154,1288.0,71.76
3407,ART0003610,ODP17-09928,Controllo qualità,CQ,RIS16,0.0,12.75,28.0,32184,ART0005335,28.0,4.2
3408,ART0003610,ODP17-09928,Controllo qualità,CQ,RIS16,0.0,12.75,28.0,32185,ART0005336,28.0,22.4
3409,ART0003610,ODP17-09928,Controllo qualità,CQ,RIS16,0.0,12.75,28.0,32186,ART0005154,1288.0,71.76
3410,ART0003612,ODP17-03020,Tornitura,A20,RIS2,2.25,68.0,8.0,28336,ART0005680,336.0,59.23
3411,ART0003613,ODP16-16560,Tornitura,A20,RIS2,1.0,68.0,4.0,22125,ART0005189,164.0,32.38
3412,ART0003613,ODP16-16560,Controllo qualità,CQ,RIS16,0.0,12.75,4.0,22125,ART0005189,164.0,32.38
3413,ART0003642,ODP17-06015,Tornitura,A20,RIS14,2.0,51.0,22.0,31151,ART0005188,1155.0,14.78
3414,ART0003642,ODP17-06015,Brocciatura / stozzatrice,A33,RIS13,0.75,42.5,22.0,31151,ART0005188,1155.0,14.78
3415,ART0003642,ODP17-06015,Controllo qualità,CQ,RIS16,0.0,12.75,22.0,31151,ART0005188,1155.0,14.78
3416,ART0003704,ODP17-06015,Tornitura,A20,RIS2,2.75,68.0,22.0,31158,ART0001082,4312.0,86.01
3417,ART0003704,ODP17-06015,Tornitura,A20,RIS2,2.25,68.0,0.0,31158,ART0001082,4312.0,86.01
3418,ART0003704,ODP17-06015,Fresatura,A30,RIS7,2.5,51.0,22.0,31158,ART0001082,4312.0,86.01
3419,ART0003704,ODP17-06015,Brocciatura / stozzatrice,A33,RIS13,2.0,42.5,22.0,31158,ART0001082,4312.0,86.01
3420,ART0003704,ODP17-06015,Controllo qualità,CQ,RIS16,0.0,12.75,22.0,31158,ART0001082,4312.0,86.01
3421,ART0003780,ODP17-00973,Tornitura,A20,RIS14,6.5,51.0,42.0,23285,ART0005185,4536.0,47.78
3422,ART0003780,ODP17-00973,Fresatura,A30,RIS11,1.5,51.0,0.0,23285,ART0005185,4536.0,47.78
3423,ART0003780,ODP17-00973,Controllo qualità,CQ,RIS16,0.0,12.75,42.0,23285,ART0005185,4536.0,47.78
3424,ART0003782,ODP16-16560,Controllo qualità,CQ,RIS16,0.0,12.75,4.0,22126,ART0005188,712.0,10.02
3425,ART0003785,ODP16-16557,Tornitura,A20,RIS14,2.5,51.0,30.0,22113,ART0001082,3600.0,71.81
3426,ART0003785,ODP16-16557,Tornitura,A20,RIS14,1.0,51.0,0.0,22113,ART0001082,3600.0,71.81
3427,ART0003785,ODP16-16557,Controllo qualità,CQ,RIS16,0.0,12.75,30.0,22113,ART0001082,3600.0,71.81
3428,ART0003785,ODP17-04830,Tornitura,A20,RIS2,4.25,68.0,30.0,28396,ART0001082,3750.0,74.8
3429,ART0003785,ODP17-04830,Fresatura,A30,RIS7,1.75,51.0,30.0,28396,ART0001082,3750.0,74.8
3430,ART0003785,ODP17-04830,Controllo qualità,CQ,RIS16,0.0,12.75,30.0,28396,ART0001082,3750.0,74.8
3431,ART0003824,ODP16-14469,Tornitura,A20,RIS14,3.5,51.0,43.0,22402,ART0005241,946.0,4.24
3432,ART0003824,ODP16-14469,Controllo qualità,CQ,RIS16,0.0,12.75,43.0,22402,ART0005241,946.0,4.24
3433,ART0003824,ODP17-03405,Tornitura,A20,RIS14,1.0,51.0,40.0,26995,ART0005593,1000.0,5.94
3434,ART0003824,ODP17-03405,Tornitura,A20,RIS14,2.0,51.0,0.0,26995,ART0005593,1000.0,5.94
3435,ART0003824,ODP17-03405,Controllo qualità,CQ,RIS16,0.0,12.75,40.0,26995,ART0005593,1000.0,5.94
3436,ART0003824,ODP17-10636,Tornitura,A20,RIS14,3.5,51.0,41.0,34021,ART0005593,1025.0,6.09
3437,ART0003824,ODP17-10636,Controllo qualità,CQ,RIS16,0.0,12.75,41.0,34021,ART0005593,1025.0,6.09
3438,ART0003844,ODP17-09125,Tornitura,A20,RIS2,2.5,68.0,4.0,30859,ART0005399,92.0,2.32
3439,ART0003844,ODP17-09125,Fresatura,A30,RIS7,0.5,51.0,4.0,30859,ART0005399,92.0,2.32
3440,ART0003844,ODP17-09125,Controllo qualità,CQ,RIS16,0.0,12.75,4.0,30859,ART0005399,92.0,2.32
3441,ART0003844,ODP17-13346,Tornitura,A20,RIS2,2.75,68.0,6.0,34062,ART0005399,132.0,3.33
3442,ART0003844,ODP17-13346,Fresatura,A30,RIS9,0.25,42.5,6.0,34062,ART0005399,132.0,3.33
3443,ART0003844,ODP17-13346,Controllo qualità,CQ,RIS16,0.0,12.75,6.0,34062,ART0005399,132.0,3.33
3444,ART0003935,ODP16-16479,Tornitura,A20,RIS14,0.5,51.0,1.0,22645,ART0005260,110.0,50.51
3445,ART0003935,ODP16-16479,Tornitura,A20,RIS14,2.0,51.0,0.0,22645,ART0005260,110.0,50.51
3446,ART0003935,ODP16-16479,Fresatura,A30,RIS9,1.0,42.5,0.0,22645,ART0005260,110.0,50.51
3447,ART0003935,ODP16-16479,Fresatura,A30,RIS9,0.83,42.5,1.0,22645,ART0005260,110.0,50.51
3448,ART0003935,ODP17-11649,Tornitura,A20,RIS1,8.0,68.0,3.0,35032,ART0005260,330.0,137.3
3449,ART0003935,ODP17-11649,Fresatura,A30,RIS1,0.001,68.0,3.0,35032,ART0005260,330.0,137.3
3450,ART0003940,ODP17-03082,Tornitura,A20,RIS14,4.0,51.0,4.0,26453,ART0005273,460.0,241.42
3451,ART0003940,ODP17-03082,Tornitura,A20,RIS14,2.0,51.0,0.0,26453,ART0005273,460.0,241.42
3452,ART0003940,ODP17-03082,Fresatura,A30,RIS9,3.75,42.5,0.0,26453,ART0005273,460.0,241.42
3453,ART0003940,ODP17-03082,Fresatura,A30,RIS9,2.25,42.5,4.0,26453,ART0005273,460.0,241.42
3454,ART0003940,ODP17-04824,Tornitura,A20,RIS14,3.0,51.0,3.0,27734,ART0005273,330.0,173.19
3455,ART0003940,ODP17-04824,Tornitura,A20,RIS14,3.0,51.0,0.0,27734,ART0005273,330.0,173.19
3456,ART0003940,ODP17-04824,Fresatura,A30,RIS9,2.0,42.5,0.0,27734,ART0005273,330.0,173.19
3457,ART0003940,ODP17-04824,Fresatura,A30,RIS9,4.0,42.5,0.0,27734,ART0005273,330.0,173.19
3458,ART0003940,ODP17-04824,Fresatura,A30,RIS9,1.0,42.5,3.0,27734,ART0005273,330.0,173.19
3459,ART0003940,ODP17-06605,Tornitura,A20,RIS1,6.0,68.0,0.0,29195,ART0005273,440.0,269.55
3460,ART0003940,ODP17-06605,Tornitura,A20,RIS1,5.0,68.0,4.0,29195,ART0005273,440.0,269.55
3461,ART0003940,ODP17-06605,Fresatura,A30,RIS9,5.0,42.5,0.0,29195,ART0005273,440.0,269.55
3462,ART0003940,ODP17-13148,Tornitura,A20,RIS1,3.0,68.0,0.0,35367,ART0005273,440.0,270.72
3463,ART0003940,ODP17-13148,Tornitura,A20,RIS1,5.0,68.0,0.0,35367,ART0005273,440.0,270.72
3464,ART0003940,ODP17-13148,Fresatura,A30,RIS1,0.0001,68.0,0.0,35367,ART0005273,440.0,270.72
3465,ART0003940,ODP17-13148,Fresatura,A30,RIS4,1.0,51.0,4.0,35367,ART0005273,440.0,270.72
3466,ART0003982,ODP17-06372,Tornitura,A20,RIS1,0.75,68.0,1.0,28946,ART0005702,100.0,1.0
3467,ART0003984,ODP17-10594,Tornitura,A20,RIS14,0.75,51.0,1.0,34058,ART0001077,46.0,0.58
3468,ART0003989,ODP17-06372,Tornitura,A20,RIS4,1.25,51.0,1.0,28948,ART0005233,160.0,1.43
3469,ART0004014,ODP17-03843,Fresatura,A30,RIS9,3.25,42.5,0.0,26377,ART0005538,110.0,399.41
3470,ART0004014,ODP17-03843,Tornitura,A20,RIS14,5.5,51.0,1.0,26377,ART0005538,110.0,399.41
3471,ART0004014,ODP17-03843,Tornitura,A20,RIS14,6.0,51.0,0.0,26377,ART0005538,110.0,399.41
3472,ART0004014,ODP17-03843,Fresatura,A30,RIS9,3.5,42.5,1.0,26377,ART0005538,110.0,399.41
3473,ART0004014,ODP17-03843,Fresatura,A30,RIS9,0.75,42.5,1.0,26377,ART0005538,110.0,399.41
3474,ART0004015,ODP17-14587,Tornitura,A20,RIS14,3.5,51.0,5.0,35396,ART0005403,200.0,52.29
3475,ART0004015,ODP17-14587,Tornitura,A20,RIS14,2.0,51.0,5.0,35396,ART0005403,200.0,52.29
3476,ART0004015,ODP17-14587,Controllo qualità,CQ,RIS16,0.0,12.75,5.0,35396,ART0005403,200.0,52.29
3477,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24315,ART0003942,1.0,599.25
3478,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24316,ART0004176,1.0,0.0
3479,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24317,ART0004157,1.0,18.0
3480,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24318,ART0004168,1.0,0.0
3481,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24319,ART0004174,1.0,15.72
3482,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24320,ART0005251,1.0,0.0
3483,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24321,ART0004158,1.0,8.93
3484,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24322,ART0004159,1.0,0.0
3485,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24323,ART0004198,1.0,0.0
3486,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24324,ART0005252,1.0,0.0
3487,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24325,ART0005253,2.0,0.0
3488,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24326,ART0004196,1.0,0.0
3489,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24327,ART0005256,1.0,0.0
3490,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24328,ART0005255,1.0,0.0
3491,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24329,ART0005424,2.0,0.0
3492,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24330,ART0004147,1.0,13.3
3493,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24331,ART0004148,1.0,5.56
3494,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24332,ART0004149,1.0,5.38
3495,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24333,ART0004150,1.0,0.0
3496,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24334,ART0004151,1.0,2.67
3497,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24335,ART0004152,1.0,11.83
3498,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24336,ART0004153,1.0,13.91
3499,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24337,ART0005259,1.0,2.0
3500,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24338,ART0004155,1.0,1.35
3501,ART0004084,ODP17-01093,Montaggio,A40,RIS9,3.15,42.5,0.0,24339,ART0004156,1.0,4.15
3502,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22592,ART0003958,1.0,236.23
3503,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22593,ART0004160,1.0,8.0
3504,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22594,ART0004015,1.0,57.89
3505,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22595,ART0004168,1.0,0.0
3506,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22596,ART0005251,1.0,0.0
3507,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22597,ART0004161,1.0,12.88
3508,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22598,ART0004159,1.0,0.0
3509,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22599,ART0004198,1.0,0.0
3510,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22600,ART0005252,1.0,0.0
3511,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22601,ART0005253,2.0,0.0
3512,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22602,ART0005272,1.0,0.0
3513,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22603,ART0005256,2.0,0.0
3514,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22604,ART0005255,2.0,0.0
3515,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22605,ART0004154,2.0,0.0
3516,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22606,ART0005257,1.0,0.0
3517,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22607,ART0005258,1.0,0.0
3518,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22608,ART0004147,1.0,13.8
3519,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22609,ART0004148,1.0,10.12
3520,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22610,ART0004149,1.0,5.38
3521,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22611,ART0004150,1.0,0.0
3522,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22612,ART0004151,1.0,2.67
3523,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22613,ART0004152,1.0,11.83
3524,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22614,ART0004153,1.0,13.91
3525,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22615,ART0005259,1.0,2.0
3526,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22616,ART0004155,1.0,1.35
3527,ART0004099,ODP17-00171,Montaggio,A40,RIS4,2.0,42.5,0.0,22617,ART0004156,1.0,4.15
3528,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29169,ART0003940,1.0,282.39
3529,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29170,ART0004160,1.0,28.56
3530,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29171,ART0004015,2.0,120.39
3531,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29172,ART0004168,1.0,10.87
3532,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29173,ART0005251,1.0,0.0
3533,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29174,ART0004161,1.0,12.88
3534,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29175,ART0004159,1.0,0.6
3535,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29176,ART0004198,1.0,23.99
3536,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29177,ART0005252,1.0,0.0
3537,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29178,ART0005271,2.0,17.62
3538,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29179,ART0005272,1.0,0.0
3539,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29180,ART0005256,2.0,0.0
3540,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29181,ART0005255,2.0,0.0
3541,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29182,ART0004154,2.0,0.7
3542,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29183,ART0005257,1.0,8.45
3543,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29184,ART0005258,1.0,5.6
3544,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29185,ART0004147,1.0,26.5
3545,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29186,ART0004148,1.0,5.56
3546,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29187,ART0004149,1.0,4.44
3547,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29188,ART0004150,1.0,2.78
3548,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29189,ART0004151,1.0,2.67
3549,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29190,ART0004152,1.0,24.31
3550,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29191,ART0004153,1.0,10.64
3551,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29192,ART0005259,1.0,2.0
3552,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29193,ART0004155,1.0,1.35
3553,ART0004099,ODP17-06605,Montaggio,A40,RIS4,2.0,42.5,1.0,29194,ART0004156,1.0,4.15
3554,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29169,ART0003940,1.0,282.39
3555,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29170,ART0004160,1.0,28.56
3556,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29171,ART0004015,2.0,120.39
3557,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29172,ART0004168,1.0,10.87
3558,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29173,ART0005251,1.0,0.0
3559,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29174,ART0004161,1.0,12.88
3560,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29175,ART0004159,1.0,0.6
3561,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29176,ART0004198,1.0,23.99
3562,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29177,ART0005252,1.0,0.0
3563,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29178,ART0005271,2.0,17.62
3564,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29179,ART0005272,1.0,0.0
3565,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29180,ART0005256,2.0,0.0
3566,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29181,ART0005255,2.0,0.0
3567,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29182,ART0004154,2.0,0.7
3568,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29183,ART0005257,1.0,8.45
3569,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29184,ART0005258,1.0,5.6
3570,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29185,ART0004147,1.0,26.5
3571,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29186,ART0004148,1.0,5.56
3572,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29187,ART0004149,1.0,4.44
3573,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29188,ART0004150,1.0,2.78
3574,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29189,ART0004151,1.0,2.67
3575,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29190,ART0004152,1.0,24.31
3576,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29191,ART0004153,1.0,10.64
3577,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29192,ART0005259,1.0,2.0
3578,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29193,ART0004155,1.0,1.35
3579,ART0004099,ODP17-06605,Controllo qualità,CQ,RIS16,0.0,12.75,1.0,29194,ART0004156,1.0,4.15
3580,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35341,ART0003940,4.0,840.73
3581,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35342,ART0004160,4.0,96.67
3582,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35343,ART0004157,4.0,82.8
3583,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35344,ART0005251,4.0,0.0
3584,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35345,ART0004161,4.0,61.54
3585,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35346,ART0004159,4.0,2.4
3586,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35347,ART0004198,4.0,101.45
3587,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35348,ART0005252,4.0,0.0
3588,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35349,ART0005271,8.0,70.48
3589,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35350,ART0005254,4.0,0.0
3590,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35351,ART0005256,4.0,0.0
3591,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35352,ART0005255,4.0,0.0
3592,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35353,ART0005424,4.0,0.0
3593,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35354,ART0004154,8.0,2.8
3594,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35355,ART0005257,8.0,67.6
3595,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35356,ART0005258,4.0,22.4
3596,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35357,ART0004147,4.0,106.0
3597,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35358,ART0004148,4.0,22.23
3598,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35359,ART0004149,4.0,17.76
3599,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35360,ART0004150,4.0,11.13
3600,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35361,ART0004151,4.0,10.66
3601,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35362,ART0004152,4.0,65.44
3602,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35363,ART0004153,4.0,39.13
3603,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35364,ART0005259,4.0,8.0
3604,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35365,ART0004155,4.0,5.4
3605,ART0004104,ODP17-13148,Montaggio,A40,RIS4,10.0,42.5,4.0,35366,ART0004156,4.0,16.61
3606,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22676,ART0004147,31.0,418.8
3607,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22677,ART0004148,31.0,195.12
3608,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22678,ART0004149,31.0,161.44
3609,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22679,ART0004150,31.0,0.0
3610,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22680,ART0004151,31.0,82.63
3611,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22681,ART0004152,31.0,366.68
3612,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22682,ART0004153,31.0,333.01
3613,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22683,ART0005259,31.0,62.0
3614,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22684,ART0004155,31.0,41.85
3615,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22685,ART0004156,31.0,128.69
3616,ART0004146,ODP16-13864,Montaggio,A40,RIS11,2.0,42.5,31.0,22686,ART0004154,31.0,0.7
3617,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22676,ART0004147,31.0,418.8
3618,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22677,ART0004148,31.0,195.12
3619,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22678,ART0004149,31.0,161.44
3620,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22679,ART0004150,31.0,0.0
3621,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22680,ART0004151,31.0,82.63
3622,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22681,ART0004152,31.0,366.68
3623,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22682,ART0004153,31.0,333.01
3624,ART0004146,ODP16-13864,Montaggio,A40,RIS1,4.5,51.0,0.0,22683,ART0005259,31.0,62.0
